episode,score,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
400,206316.0656,-0.03,0.01,128.03,-0.0,-0.02,28.18
401,206283.6598,0.08,-0.11,128.03,0.08,-0.09,28.18
402,206264.8566,0.1,-0.12,128.03,0.06,-0.1,28.18
403,206313.8663,0.0,-0.05,128.03,-0.0,-0.01,28.18
404,206311.4675,-0.05,0.18,128.03,-0.03,0.16,28.18
405,206191.1877,0.15,0.28,128.03,0.11,0.2,28.18
406,206199.6258,0.08,0.25,128.03,0.04,0.15,28.18
407,206305.5993,-0.03,-0.04,128.03,-0.03,-0.0,28.18
408,206338.7966,-0.01,-0.03,128.03,-0.02,-0.01,28.18
409,206212.6633,-0.05,0.21,128.03,-0.05,0.13,28.18
410,206277.9137,0.03,-0.1,128.03,0.04,-0.07,28.18
411,206278.5793,0.17,0.04,128.03,0.13,0.06,28.18
412,206316.8468,0.02,0.1,128.03,-0.0,0.09,28.18
413,206266.6620,0.04,0.24,128.03,0.01,0.18,28.18
414,206167.5402,-0.39,0.06,128.03,-0.27,0.08,28.18
415,206268.9251,-0.06,-0.22,128.03,-0.05,-0.17,28.18
416,206329.5881,-0.08,-0.02,128.03,-0.06,-0.01,28.18
417,206303.1669,-0.05,-0.01,128.03,-0.02,-0.01,28.18
418,206227.3052,-0.03,-0.16,128.03,-0.01,-0.11,28.18
419,206326.6210,0.1,0.01,128.03,0.08,-0.0,28.18
420,206305.3846,0.06,0.01,128.03,0.05,0.03,28.18
421,206320.5105,0.11,-0.06,128.03,0.07,-0.06,28.18
422,206248.4487,-0.09,0.16,128.03,-0.1,0.1,28.18
423,206242.6959,-0.07,-0.03,128.03,0.01,-0.04,28.18
424,206162.1283,0.29,-0.14,128.03,0.2,-0.08,28.18
425,206285.4552,0.04,-0.0,128.03,0.03,0.04,28.18
426,206267.0349,-0.04,0.19,128.03,0.0,0.15,28.18
427,206192.4459,-0.21,0.15,128.03,-0.13,0.1,28.18
428,206212.0126,-0.2,-0.19,128.03,-0.15,-0.15,28.18
429,206276.0388,-0.08,0.12,128.03,-0.06,0.09,28.18
430,206255.8161,-0.14,-0.03,128.03,-0.1,-0.01,28.18
431,206215.3278,-0.13,0.08,128.03,-0.07,0.04,28.18
432,206245.3615,0.18,0.04,128.03,0.14,0.02,28.18
433,206242.8394,-0.02,-0.19,128.03,-0.01,-0.14,28.18
434,206231.7615,0.11,-0.18,128.03,0.1,-0.12,28.18
435,206195.8049,0.27,-0.01,128.03,0.19,-0.0,28.18
436,206294.1740,-0.12,0.12,128.03,-0.06,0.09,28.18
437,206240.8868,0.02,0.1,128.03,-0.02,0.07,28.18
438,206242.9561,-0.21,-0.18,128.03,-0.16,-0.15,28.18
439,206246.4224,0.06,0.22,128.03,0.02,0.15,28.18
440,206324.8125,-0.05,-0.01,128.03,-0.04,-0.03,28.18
441,206255.6500,-0.17,-0.16,128.03,-0.12,-0.15,28.18
442,206282.1776,-0.05,0.13,128.03,-0.02,0.12,28.18
443,206304.3374,-0.02,0.04,128.03,-0.0,0.02,28.18
444,206223.1446,0.08,-0.11,128.03,0.06,-0.05,28.18
445,206228.8351,-0.09,-0.13,128.03,-0.08,-0.06,28.18
446,206236.4094,-0.22,-0.03,128.03,-0.16,-0.04,28.18
447,206292.7752,0.14,-0.11,128.03,0.13,-0.09,28.18
448,206257.8768,0.19,-0.03,128.03,0.15,-0.02,28.18
449,206234.8386,-0.06,-0.21,128.03,-0.03,-0.14,28.18
450,206282.9155,0.18,-0.12,128.03,0.14,-0.13,28.18
451,206239.3838,0.09,0.14,128.03,0.08,0.09,28.18
452,206154.1593,0.19,-0.13,128.03,0.11,-0.06,28.18
453,206115.7593,-0.11,0.35,128.03,-0.05,0.25,28.18
454,206220.7828,0.06,-0.13,128.03,0.06,-0.04,28.18
455,206305.3233,0.04,-0.05,128.03,0.07,-0.01,28.18
456,206202.1827,-0.13,-0.23,128.03,-0.09,-0.18,28.18
457,206299.0314,0.01,0.14,128.03,0.02,0.12,28.18
458,206315.0823,-0.01,-0.0,128.03,-0.03,-0.0,28.18
459,206198.3938,-0.06,-0.34,128.03,-0.05,-0.25,28.18
460,206274.9205,0.06,-0.02,128.03,0.03,-0.04,28.18
461,206272.4014,0.06,-0.02,128.03,0.01,0.0,28.18
462,206207.3395,-0.26,-0.02,128.03,-0.19,0.03,28.18
463,206258.9529,-0.1,-0.1,128.03,-0.1,-0.08,28.18
464,206193.8727,0.31,0.11,128.03,0.24,0.07,28.18
465,206207.2737,0.23,0.05,128.03,0.16,0.05,28.18
466,206096.7833,0.37,0.14,128.03,0.24,0.08,28.18
467,206319.4076,0.13,0.02,128.03,0.1,0.02,28.18
468,206327.8385,-0.04,0.07,128.03,-0.02,0.04,28.18
469,206256.9767,0.17,-0.06,128.03,0.13,-0.02,28.18
470,206298.3762,-0.03,0.1,128.03,-0.01,0.09,28.18
471,206307.9157,0.01,0.1,128.03,-0.01,0.1,28.18
472,206172.5137,-0.3,0.06,128.03,-0.21,0.02,28.18
473,206274.5106,-0.11,-0.19,128.03,-0.09,-0.17,28.18
474,206234.3228,0.17,0.2,128.03,0.12,0.19,28.18
475,206242.1192,0.07,-0.2,128.03,0.05,-0.15,28.18
476,206169.4191,0.09,-0.3,128.03,0.06,-0.2,28.18
477,206301.8115,0.15,-0.0,128.03,0.14,0.01,28.18
478,206310.9281,-0.1,-0.11,128.03,-0.07,-0.08,28.18
479,206274.5102,-0.13,-0.08,128.03,-0.12,-0.07,28.18
480,206090.0945,-0.2,0.29,128.03,-0.14,0.16,28.18
481,206170.8114,-0.19,-0.11,128.03,-0.11,-0.05,28.18
482,206130.2310,-0.22,0.27,128.03,-0.14,0.21,28.18
483,206329.7624,-0.02,0.01,128.03,-0.0,0.02,28.18
484,206233.7415,-0.15,0.2,128.03,-0.12,0.15,28.18
485,206203.0372,0.18,-0.07,128.03,0.1,-0.02,28.18
486,206177.0763,0.13,0.22,128.03,0.09,0.14,28.18
487,206239.8153,0.01,0.25,128.03,0.01,0.17,28.18
488,206299.3692,-0.01,-0.07,128.03,-0.0,-0.05,28.18
489,206282.0942,-0.19,-0.03,128.03,-0.13,-0.01,28.18
490,206180.7445,-0.01,-0.31,128.03,0.0,-0.2,28.18
491,206268.8095,0.11,-0.02,128.03,0.05,-0.04,28.18
492,206194.8198,-0.09,0.26,128.03,-0.07,0.18,28.18
493,206224.3320,0.09,0.13,128.03,0.04,0.1,28.18
494,206087.8482,-0.36,-0.2,128.03,-0.23,-0.15,28.18
495,206304.5916,-0.04,0.04,128.03,-0.03,-0.0,28.18
496,206267.6066,0.12,0.06,128.03,0.07,0.01,28.18
497,206306.9410,-0.17,-0.01,128.03,-0.16,-0.03,28.18
498,206278.5520,0.12,0.07,128.03,0.11,0.05,28.18
499,206296.2275,-0.03,-0.15,128.03,-0.03,-0.13,28.18
500,206182.3513,0.05,-0.31,128.03,0.04,-0.2,28.18
